variante,agente,capas,ticker,fecha_entrada,fecha_salida,precio_entrada,precio_salida,retorno,motivo_salida,score_entrada,criterio_pe_historico,criterio_pe_proyectado,criterio_deuda_capital,criterio_crecimiento_eps,criterio_peg,criterio_market_cap
Small · solo Lynch,Small,lynch,LCII,2026-03-31,2026-04-30,122.9800033569336,119.22000122070312,-0.03154334776863532,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,JRVR,2026-03-31,2026-04-30,6.300000190734863,6.199999809265137,-0.01685692570318409,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,NRIM,2026-03-31,2026-04-30,22.8799991607666,24.530000686645508,0.07104362066421022,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,OII,2025-05-30,2026-05-29,19.06999969482422,38.22999954223633,1.002715244434933,tope_temporal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,EZPW,2025-05-30,2026-05-29,13.449999809265137,31.239999771118164,1.3203544999196648,tope_temporal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,JBSS,2025-05-30,2026-05-29,62.13999938964844,74.91000366210938,0.2740523992145738,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,STNG,2025-12-31,2026-05-29,50.83000183105469,74.51000213623047,0.4817586614927205,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,HRTG,2026-01-30,2026-05-29,26.06999969482422,21.68000030517578,-0.16922416653612005,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ARIS,2026-03-31,2026-05-29,18.56999969482422,18.1299991607666,-0.024670221230336353,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,INVA,2026-03-31,2026-05-29,23.299999237060547,21.420000076293945,-0.08160574541215093,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,INSP,2026-03-31,2026-05-29,51.58000183105469,41.36000061035156,-0.19894049083060106,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,WSFS,2026-03-31,2026-05-29,65.45999908447266,71.44999694824219,0.0934499033227787,senal,4,1,1,1,0,1,0
Small · solo Lynch,Small,lynch,HAYW,2026-03-31,2026-05-29,13.380000114440918,14.109999656677246,0.05350471330018225,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,FRPT,2026-03-31,2026-05-29,58.959999084472656,51.599998474121094,-0.12570535657925286,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,NATR,2026-03-31,2026-05-29,23.989999771118164,21.280000686645508,-0.11385051234753818,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,VITL,2026-03-31,2026-05-29,14.119999885559082,10.010000228881836,-0.2917852116004417,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,NRDS,2026-03-31,2026-05-29,10.380000114440918,8.600000381469727,-0.17231190401088936,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,EVTC,2026-03-31,2026-05-29,28.219999313354492,24.469999313354492,-0.13194366779611777,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,APOG,2026-03-31,2026-05-29,33.540000915527344,38.40999984741211,0.15279297655034663,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,ASTE,2026-03-31,2026-05-29,53.84000015258789,50.36000061035156,-0.06313818370512592,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,QLYS,2026-04-30,2026-05-29,86.93000030517578,109.29000091552734,0.25596155359281036,senal,4,1,1,1,0,1,0
Small · solo Lynch,Small,lynch,TASK,2026-04-30,2026-05-29,6.480000019073486,6.329999923706055,-0.024124770421452557,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ITRI,2026-04-30,2026-05-29,83.80000305175781,82.4800033569336,-0.016735787912968147,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,UFPT,2026-04-30,2026-05-29,191.6300048828125,220.10000610351562,0.14741927422522827,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,TMDX,2026-04-30,2026-05-29,100.79000091552734,67.19999694824219,-0.33393379163119985,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,WGO,2026-04-30,2026-05-29,32.61000061035156,29.690000534057617,-0.0904533683878821,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,SMPL,2026-04-30,2026-05-29,13.369999885559082,11.520000457763672,-0.1392308574560034,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,LCII,2026-04-30,2026-05-29,119.22000122070312,109.0199966430664,-0.07706602273751872,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,EYE,2026-04-30,2026-05-29,23.219999313354492,16.75,-0.27936026346580356,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,KRYS,2026-04-30,2026-05-29,262.260009765625,309.0299987792969,0.17715638885971718,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,JRVR,2026-04-30,2026-05-29,6.199999809265137,3.9100000858306885,-0.36998532347646684,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,VRRM,2026-03-31,2026-06-30,14.289999961853027,4.25,-0.7028865588639623,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,WRLD,2026-03-31,2026-06-30,135.0399932861328,223.8300018310547,0.6558518876176966,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,ASIX,2026-03-31,2026-06-30,24.399999618530273,19.8799991607666,-0.18005076651270235,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,TASK,2026-05-29,2026-06-30,6.329999923706055,4.679999828338623,-0.2614026769572282,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ARIS,2026-05-29,2026-06-30,18.1299991607666,14.90999984741211,-0.17842833620766463,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,TMDX,2026-05-29,2026-06-30,67.19999694824219,66.41999816894531,-0.012595270995594987,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,HAYW,2026-05-29,2026-06-30,14.109999656677246,17.309999465942383,0.22556302018001273,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,OLLI,2026-05-29,2026-06-30,81.62999725341797,76.87999725341797,-0.05913096826733011,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,EZPW,2026-05-29,2026-06-30,31.239999771118164,34.56999969482422,0.10548779099409078,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,PNTG,2025-10-31,2026-07-31,24.729999542236328,40.31999969482422,0.6287784278497743,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,CECO,2026-03-31,2026-07-31,59.58000183105469,65.88999938964844,0.10480234709307035,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,ORN,2026-03-31,2026-07-31,10.899999618530273,9.779999732971191,-0.10364931007625611,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,INVA,2026-05-29,2026-07-31,21.420000076293945,20.969999313354492,-0.021987185717809887,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,REX,2026-05-29,2026-07-31,46.7599983215332,43.040000915527344,-0.08047533751061453,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,SMPL,2026-05-29,2026-07-31,11.520000457763672,10.180000305175781,-0.1172029126945966,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,NATR,2026-05-29,2026-07-31,21.280000686645508,20.149999618530273,-0.05404821396249504,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,LCII,2026-05-29,2026-07-31,109.0199966430664,102.36000061035156,-0.06202834139496327,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,CRUS,2026-06-30,2026-07-31,148.52999877929688,129.35000610351562,-0.1300027637721538,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,ARIS,2026-06-30,2026-07-31,14.90999984741211,13.359999656677246,-0.1048529085439911,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,ASIX,2026-06-30,2026-07-31,19.8799991607666,20.059999465942383,0.008045503156118405,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,FCF,2025-10-31,2026-08-26,15.289999961853027,20.81999969482422,0.4016924731616336,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,ICFI,2025-11-28,2026-08-26,78.04000091552734,89.33999633789062,0.15031553365673478,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ESE,2025-12-31,2026-08-26,195.38999938964844,283.2300109863281,0.4494430636118538,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,PCRX,2026-03-31,2026-08-26,22.600000381469727,25.899999618530273,0.1448719317335252,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,LKFN,2026-03-31,2026-08-26,57.380001068115234,59.470001220703125,0.05339704396509348,senal,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,WAFD,2026-03-31,2026-08-26,31.399999618530273,36.220001220703125,0.16981210130270896,senal,4,1,1,1,0,1,0
Small · solo Lynch,Small,lynch,OPFI,2026-03-31,2026-08-26,7.710000038146973,7.099999904632568,-0.08003869719401113,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,HRMY,2026-03-31,2026-08-26,28.010000228881836,39.65999984741211,0.41450729877935144,senal,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,FSBC,2026-03-31,2026-08-26,37.720001220703125,45.279998779296875,0.21299111099552026,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,NRIM,2026-04-30,2026-08-26,24.530000686645508,25.6299991607666,0.050412577405353876,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ASTE,2026-05-29,2026-08-26,50.36000061035156,43.97999954223633,-0.12499032961153433,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,HURN,2026-06-30,2026-08-26,90.16000366210938,156.57000732421875,0.7348432797938169,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,BOOT,2026-06-30,2026-08-26,164.27000427246094,159.72000122070312,-0.028670378039113098,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,CRUS,2026-07-31,2026-08-26,129.35000610351562,110.33999633789062,-0.1478184868554414,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,CECO,2026-07-31,2026-08-26,65.88999938964844,70.33000183105469,0.06631795511538807,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,REX,2026-07-31,2026-08-26,43.040000915527344,42.540000915527344,-0.01260523592878382,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ASIX,2026-07-31,2026-08-26,20.059999465942383,16.530000686645508,-0.16883733686884939,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,SMPL,2026-07-31,2026-08-26,10.180000305175781,10.539999961853027,0.03432831839285,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,NATR,2026-07-31,2026-08-26,20.149999618530273,14.289999961853027,-0.2915278508857646,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ORN,2026-07-31,2026-08-26,9.779999732971191,9.329999923706055,-0.046966000943776676,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,EZPW,2026-07-31,2026-08-26,29.770000457763672,33.900001525878906,0.1375918534969831,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,FBIZ,2025-09-30,2026-08-26,51.2599983215332,69.9000015258789,0.3931391952946639,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,CBAN,2025-10-31,2026-08-26,15.989999771118164,21.170000076293945,0.35541960955620744,fin_muestra,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,PEBO,2025-10-31,2026-08-26,28.600000381469727,39.70000076293945,0.4568630748745268,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,SRCE,2025-10-31,2026-08-26,59.439998626708984,86.16999816894531,0.4826103703809774,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,CENT,2025-12-31,2026-08-26,32.150001525878906,44.18000030517578,0.3728096191331087,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,CCBG,2026-02-27,2026-08-26,42.849998474121094,51.08000183105469,0.20557306585508228,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,PFBC,2026-02-27,2026-08-26,87.72000122070312,103.5999984741211,0.19910680870086073,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,LQDT,2026-02-27,2026-08-26,31.610000610351562,41.88999938964844,0.32388861293012194,fin_muestra,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,KFY,2026-02-27,2026-08-26,62.66999816894531,83.98999786376953,0.3611935990878927,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,RBBN,2026-03-31,2026-08-26,2.119999885559082,2.0299999713897705,-0.043410099815377357,fin_muestra,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,MTRN,2026-03-31,2026-08-26,144.64999389648438,236.0500030517578,0.6322692278627755,fin_muestra,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,TGTX,2026-03-31,2026-08-26,33.220001220703125,55.029998779296875,0.6548759939164654,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,CATY,2026-03-31,2026-08-26,49.86000061035156,62.040000915527344,0.25132111834044846,fin_muestra,4,1,1,1,0,1,0
Small · solo Lynch,Small,lynch,EFSC,2026-03-31,2026-08-26,54.11000061035156,63.349998474121094,0.17582083149246697,fin_muestra,4,1,1,1,0,1,0
Small · solo Lynch,Small,lynch,FFBC,2026-03-31,2026-08-26,27.8799991607666,32.77000045776367,0.1838410964744679,fin_muestra,4,1,1,1,0,1,0
Small · solo Lynch,Small,lynch,FULT,2026-03-31,2026-08-26,20.34000015258789,23.799999237060547,0.18930182453356093,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,HBT,2026-03-31,2026-08-26,26.719999313354492,35.599998474121094,0.35156930732826197,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,STBA,2026-03-31,2026-08-26,41.83000183105469,49.86000061035156,0.20971568293631093,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,SEIC,2026-03-31,2026-08-26,78.47000122070312,110.77999877929688,0.4185877038306245,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,CHCO,2026-03-31,2026-08-26,119.5199966430664,144.67999267578125,0.22556371937909736,fin_muestra,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,FFIN,2026-03-31,2026-08-26,29.450000762939453,33.66999816894531,0.14974647652320772,fin_muestra,4,1,1,1,0,1,0
Small · solo Lynch,Small,lynch,NBTB,2026-03-31,2026-08-26,42.58000183105469,51.5099983215332,0.2182615577845386,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,NWBI,2026-03-31,2026-08-26,12.6899995803833,15.319999694824219,0.23894661569736653,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,TCBK,2026-03-31,2026-08-26,47.540000915527344,54.150001525878906,0.14603963158833722,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,UMBF,2026-03-31,2026-08-26,112.79000091552734,143.33999633789062,0.27374178300894214,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,SBH,2026-03-31,2026-08-26,13.850000381469727,16.579999923706055,0.1959150622799235,fin_muestra,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,LGND,2026-03-31,2026-08-26,199.64999389648438,287.8500061035156,0.4403317648434817,fin_muestra,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,DINO,2026-03-31,2026-08-26,62.38999938964844,96.5199966430664,0.5658858264384348,fin_muestra,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,IOSP,2026-03-31,2026-08-26,73.0199966430664,95.66000366210938,0.324153216583581,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,CASS,2026-03-31,2026-08-26,44.02000045776367,57.060001373291016,0.3037968690764341,fin_muestra,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,GSBC,2026-03-31,2026-08-26,63.130001068115234,78.66999816894531,0.25172163024384475,fin_muestra,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,ACCO,2026-04-30,2026-08-26,3.2100000381469727,4.190000057220459,0.35390344899084414,fin_muestra,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,ACAD,2026-04-30,2026-08-26,22.450000762939453,29.579999923706055,0.3162773414050075,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,WSBC,2026-04-30,2026-08-26,34.380001068115234,40.439998626708984,0.1881343619770861,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,FMBH,2026-04-30,2026-08-26,42.09000015258789,50.29999923706055,0.20697839454456535,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ARTNA,2026-04-30,2026-08-26,31.309999465942383,35.42499923706055,0.15197693239198573,fin_muestra,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,ITRI,2026-05-29,2026-08-26,82.4800033569336,98.86000061035156,0.19739526315670464,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,INSP,2026-05-29,2026-08-26,41.36000061035156,61.79999923706055,0.49270342787111776,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,WGO,2026-05-29,2026-08-26,29.690000534057617,30.809999465942383,0.04943927561449324,fin_muestra,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,FRPT,2026-05-29,2026-08-26,51.599998474121094,74.88999938964844,0.44990562645618337,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,OII,2026-05-29,2026-08-26,38.22999954223633,49.619998931884766,0.2966359385693291,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,VITL,2026-05-29,2026-08-26,10.010000228881836,10.9399995803833,0.09181439219843468,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,NRDS,2026-05-29,2026-08-26,8.600000381469727,9.789999961853027,0.13723395064777222,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,EVTC,2026-05-29,2026-08-26,24.469999313354492,29.760000228881836,0.21696619146549967,fin_muestra,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,EYE,2026-05-29,2026-08-26,16.75,18.670000076293945,0.11351252201299555,fin_muestra,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,HRTG,2026-05-29,2026-08-26,21.68000030517578,34.41999816894531,0.5860510282173226,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,JRVR,2026-05-29,2026-08-26,3.9100000858306885,4.139999866485596,0.06044283430808761,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,JBSS,2026-05-29,2026-08-26,74.91000366210938,75.76000213623047,0.03417862103752545,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,TASK,2026-06-30,2026-08-26,4.679999828338623,7.75,0.6543273977530171,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,VRRM,2026-06-30,2026-08-26,4.25,4.420000076293945,0.0389602779335696,fin_muestra,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,MLAB,2026-06-30,2026-08-26,99.55000305175781,127.1500015258789,0.27597066215871413,fin_muestra,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,TMDX,2026-06-30,2026-08-26,66.41999816894531,92.22000122070312,0.38704918419520706,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,OLLI,2026-06-30,2026-08-26,76.87999725341797,74.2699966430664,-0.03491483006493101,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,ARIS,2026-07-31,2026-08-26,13.359999656677246,20.639999389648438,0.543365649710418,fin_muestra,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,INVA,2026-07-31,2026-08-26,20.969999313354492,21.239999771118164,0.011862936391899392,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,HAYW,2026-07-31,2026-08-26,15.130000114440918,14.520000457763672,-0.04127667035103455,fin_muestra,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,LCII,2026-07-31,2026-08-26,102.36000061035156,102.98999786376953,0.016232556387714592,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,CRUS,2026-08-26,2026-08-26,110.33999633789062,110.33999633789062,-0.000999749999999855,fin_muestra,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,CECO,2026-08-26,2026-08-26,70.33000183105469,70.33000183105469,-0.000999749999999855,fin_muestra,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,LMAT,2026-08-26,2026-08-26,79.61000061035156,79.61000061035156,-0.000999749999999855,fin_muestra,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,PNTG,2026-08-26,2026-08-26,38.279998779296875,38.279998779296875,-0.000999749999999855,fin_muestra,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,LKFN,2026-08-26,2026-08-26,59.470001220703125,59.470001220703125,-0.000999749999999855,fin_muestra,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,WAFD,2026-08-26,2026-08-26,36.220001220703125,36.220001220703125,-0.000999749999999855,fin_muestra,4,1,1,1,0,1,0
Small · solo Lynch,Small,lynch,BOOT,2026-08-26,2026-08-26,159.72000122070312,159.72000122070312,-0.000999749999999855,fin_muestra,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,REX,2026-08-26,2026-08-26,42.540000915527344,42.540000915527344,-0.000999749999999855,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ASIX,2026-08-26,2026-08-26,16.530000686645508,16.530000686645508,-0.000999749999999855,fin_muestra,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,SMPL,2026-08-26,2026-08-26,10.539999961853027,10.539999961853027,-0.000999749999999855,fin_muestra,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,NATR,2026-08-26,2026-08-26,14.289999961853027,14.289999961853027,-0.000999749999999855,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,OPFI,2026-08-26,2026-08-26,7.099999904632568,7.099999904632568,-0.000999749999999855,fin_muestra,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,ASTE,2026-08-26,2026-08-26,43.97999954223633,43.97999954223633,-0.000999749999999855,fin_muestra,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,ESE,2026-08-26,2026-08-26,283.2300109863281,283.2300109863281,-0.000999749999999855,fin_muestra,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,ORN,2026-08-26,2026-08-26,9.329999923706055,9.329999923706055,-0.000999749999999855,fin_muestra,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,NRIM,2026-08-26,2026-08-26,25.6299991607666,25.6299991607666,-0.000999749999999855,fin_muestra,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,FSBC,2026-08-26,2026-08-26,45.279998779296875,45.279998779296875,-0.000999749999999855,fin_muestra,6,1,1,1,1,1,1
