Trade number;Instrument;Account;Strategy;Market pos.;Qty;Entry price;Exit price;Entry time;Exit time;Entry name;Exit name;Profit;Cum. net profit;Commission;Clearing Fee;Exchange Fee;IP Fee;NFA Fee;MAE;MFE;ETD;Bars;
258;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;19819,00;19722,25;18/4/2024 9:40:00;18/4/2024 16:00:00;IBS_Long;CierreContado;$-1940,76;$34283,92;$5,76;$0,00;$0,00;$0,00;$0,00;$2255,00;$2235,00;$4175,76;77;
259;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;19658,50;19367,50;19/4/2024 9:40:00;19/4/2024 16:00:00;IBS_Long;CierreContado;$-5825,76;$28458,16;$5,76;$0,00;$0,00;$0,00;$0,00;$7210,00;$865,00;$6690,76;77;
260;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;19456,50;19517,00;22/4/2024 9:40:00;22/4/2024 16:00:00;IBS_Long;CierreContado;$1204,24;$29662,40;$5,76;$0,00;$0,00;$0,00;$0,00;$2465,00;$3525,00;$2320,76;77;
261;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;19730,00;19804,00;2/5/2024 9:40:00;2/5/2024 16:00:00;IBS_Long;CierreContado;$1474,24;$31136,64;$5,76;$0,00;$0,00;$0,00;$0,00;$3180,00;$2805,00;$1330,76;77;
262;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;20827,00;20815,00;17/5/2024 9:40:00;17/5/2024 16:00:00;IBS_Long;CierreContado;$-245,76;$30890,88;$5,76;$0,00;$0,00;$0,00;$0,00;$1945,00;$695,00;$940,76;77;
263;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;20958,25;21052,75;24/5/2024 9:40:00;24/5/2024 16:00:00;IBS_Long;CierreContado;$1884,24;$32775,12;$5,76;$0,00;$0,00;$0,00;$0,00;$820,00;$3050,00;$1165,76;77;
264;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21943,75;21924,75;21/6/2024 9:40:00;21/6/2024 16:00:00;IBS_Long;CierreContado;$-385,76;$32389,36;$5,76;$0,00;$0,00;$0,00;$0,00;$2110,00;$1060,00;$1445,76;77;
265;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21741,50;21878,75;25/6/2024 9:40:00;25/6/2024 16:00:00;IBS_Long;CierreContado;$2739,24;$35128,60;$5,76;$0,00;$0,00;$0,00;$0,00;$505,00;$3275,00;$535,76;77;
266;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21857,75;21982,75;1/7/2024 9:40:00;1/7/2024 16:00:00;IBS_Long;CierreContado;$2494,24;$37622,84;$5,76;$0,00;$0,00;$0,00;$0,00;$2440,00;$2535,00;$40,76;77;
267;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22365,00;22487,75;12/7/2024 9:40:00;12/7/2024 16:00:00;IBS_Long;CierreContado;$2449,24;$40072,08;$5,76;$0,00;$0,00;$0,00;$0,00;$315,00;$6000,00;$3550,76;77;
268;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22024,00;21789,50;18/7/2024 9:40:00;18/7/2024 16:00:00;IBS_Long;CierreContado;$-4695,76;$35376,32;$5,76;$0,00;$0,00;$0,00;$0,00;$6825,00;$355,00;$5050,76;77;
269;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21835,25;21916,25;22/7/2024 9:40:00;22/7/2024 16:00:00;IBS_Long;CierreContado;$1614,24;$36990,56;$5,76;$0,00;$0,00;$0,00;$0,00;$2030,00;$2670,00;$1055,76;77;
270;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21083,75;20943,50;25/7/2024 9:40:00;25/7/2024 16:00:00;IBS_Long;CierreContado;$-2810,76;$34179,80;$5,76;$0,00;$0,00;$0,00;$0,00;$5530,00;$4615,00;$7425,76;77;
271;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;20467,00;20451,75;2/8/2024 9:40:00;2/8/2024 16:00:00;IBS_Long;CierreContado;$-310,76;$33869,04;$5,76;$0,00;$0,00;$0,00;$0,00;$3145,00;$4360,00;$4670,76;76;
272;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21639,00;21728,00;23/8/2024 9:40:00;23/8/2024 16:00:00;IBS_Long;CierreContado;$1774,24;$35643,28;$5,76;$0,00;$0,00;$0,00;$0,00;$2465,00;$3785,00;$2010,76;77;
273;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;20846,50;20898,75;4/9/2024 9:40:00;4/9/2024 16:00:00;IBS_Long;CierreContado;$1039,24;$36682,52;$5,76;$0,00;$0,00;$0,00;$0,00;$1685,00;$3845,00;$2805,76;77;
274;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21714,75;21779,25;19/9/2024 9:40:00;19/9/2024 16:00:00;IBS_Long;CierreContado;$1284,24;$37966,76;$5,76;$0,00;$0,00;$0,00;$0,00;$1235,00;$3520,00;$2235,76;77;
275;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21764,50;22011,00;8/10/2024 9:40:00;8/10/2024 16:00:00;IBS_Long;CierreContado;$4924,24;$42891,00;$5,76;$0,00;$0,00;$0,00;$0,00;$115,00;$5080,00;$155,76;77;
276;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22132,50;22399,75;29/10/2024 9:40:00;29/10/2024 16:00:00;IBS_Long;CierreContado;$5339,24;$48230,24;$5,76;$0,00;$0,00;$0,00;$0,00;$225,00;$6060,00;$720,76;77;
277;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21972,25;21731,75;31/10/2024 9:40:00;31/10/2024 16:00:00;IBS_Long;CierreContado;$-4815,76;$43414,48;$5,76;$0,00;$0,00;$0,00;$0,00;$5480,00;$450,00;$5265,76;77;
278;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;21801,50;21848,50;1/11/2024 9:40:00;1/11/2024 16:00:00;IBS_Long;CierreContado;$934,24;$44348,72;$5,76;$0,00;$0,00;$0,00;$0,00;$780,00;$3510,00;$2575,76;77;
279;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22218,00;22305,75;18/11/2024 9:40:00;18/11/2024 16:00:00;IBS_Long;CierreContado;$1749,24;$46097,96;$5,76;$0,00;$0,00;$0,00;$0,00;$560,00;$3905,00;$2155,76;77;
280;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;23216,25;23082,00;10/12/2024 9:40:00;10/12/2024 16:00:00;IBS_Long;CierreContado;$-2690,76;$43407,20;$5,76;$0,00;$0,00;$0,00;$0,00;$3490,00;$1590,00;$4280,76;77;
281;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;23076,50;22778,25;19/12/2024 9:40:00;19/12/2024 16:00:00;IBS_Long;CierreContado;$-5970,76;$37436,44;$5,76;$0,00;$0,00;$0,00;$0,00;$6210,00;$280,00;$6250,76;77;
282;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22609,00;22970,25;20/12/2024 9:40:00;20/12/2024 16:00:00;IBS_Long;CierreContado;$7219,24;$44655,68;$5,76;$0,00;$0,00;$0,00;$0,00;$910,00;$12125,00;$4905,76;77;
283;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22670,75;22560,00;2/1/2025 9:40:00;2/1/2025 16:00:00;IBS_Long;CierreContado;$-2220,76;$42434,92;$5,76;$0,00;$0,00;$0,00;$0,00;$5680,00;$3525,00;$5745,76;77;
284;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22775,25;22756,75;8/1/2025 9:40:00;8/1/2025 16:00:00;IBS_Long;CierreContado;$-375,76;$42059,16;$5,76;$0,00;$0,00;$0,00;$0,00;$4120,00;$1190,00;$1565,76;77;
285;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22960,25;23029,50;17/1/2025 9:40:00;17/1/2025 16:00:00;IBS_Long;CierreContado;$1379,24;$43438,40;$5,76;$0,00;$0,00;$0,00;$0,00;$1520,00;$2295,00;$915,76;77;
286;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22629,25;22833,25;3/2/2025 9:40:00;3/2/2025 16:00:00;IBS_Long;CierreContado;$4074,24;$47512,64;$5,76;$0,00;$0,00;$0,00;$0,00;$2260,00;$5870,00;$1795,76;77;
287;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;23156,00;23255,75;10/2/2025 9:40:00;10/2/2025 16:00:00;IBS_Long;CierreContado;$1989,24;$49501,88;$5,76;$0,00;$0,00;$0,00;$0,00;$65,00;$2820,00;$830,76;77;
288;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;23142,00;22848,75;24/2/2025 9:40:00;24/2/2025 16:00:00;IBS_Long;CierreContado;$-5870,76;$43631,12;$5,76;$0,00;$0,00;$0,00;$0,00;$6055,00;$120,00;$5990,76;77;
289;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22750,25;22531,50;25/2/2025 9:40:00;25/2/2025 16:00:00;IBS_Long;CierreContado;$-4380,76;$39250,36;$5,76;$0,00;$0,00;$0,00;$0,00;$7145,00;$1005,00;$5385,76;77;
290;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22323,75;22426,75;22/5/2025 9:40:00;22/5/2025 16:00:00;IBS_Long;CierreContado;$2054,24;$41304,60;$5,76;$0,00;$0,00;$0,00;$0,00;$210,00;$4265,00;$2210,76;77;
291;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22542,00;22566,00;30/5/2025 9:40:00;30/5/2025 16:00:00;IBS_Long;CierreContado;$474,24;$41778,84;$5,76;$0,00;$0,00;$0,00;$0,00;$5420,00;$1460,00;$985,76;77;
292;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22978,75;23018,50;6/6/2025 9:40:00;6/6/2025 16:00:00;IBS_Long;CierreContado;$789,24;$42568,08;$5,76;$0,00;$0,00;$0,00;$0,00;$1145,00;$1885,00;$1095,76;77;
293;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;22916,25;22934,75;18/6/2025 9:40:00;18/6/2025 16:00:00;IBS_Long;CierreContado;$364,24;$42932,32;$5,76;$0,00;$0,00;$0,00;$0,00;$980,00;$3330,00;$2965,76;77;
294;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;23075,25;22804,50;20/6/2025 9:40:00;20/6/2025 16:00:00;IBS_Long;CierreContado;$-5420,76;$37511,56;$5,76;$0,00;$0,00;$0,00;$0,00;$6505,00;$805,00;$6225,76;77;
295;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;23912,25;23853,00;7/7/2025 9:40:00;7/7/2025 16:00:00;IBS_Long;CierreContado;$-1190,76;$36320,80;$5,76;$0,00;$0,00;$0,00;$0,00;$2950,00;$1005,00;$2195,76;77;
296;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;24472,25;24438,00;30/7/2025 9:40:00;30/7/2025 16:00:00;IBS_Long;CierreContado;$-690,76;$35630,04;$5,76;$0,00;$0,00;$0,00;$0,00;$2615,00;$2045,00;$2735,76;77;
297;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;23998,50;23884,50;1/8/2025 9:40:00;1/8/2025 16:00:00;IBS_Long;CierreContado;$-2285,76;$33344,28;$5,76;$0,00;$0,00;$0,00;$0,00;$4770,00;$640,00;$2925,76;77;
298;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;24115,00;24274,50;4/8/2025 9:40:00;4/8/2025 16:00:00;IBS_Long;CierreContado;$3184,24;$36528,52;$5,76;$0,00;$0,00;$0,00;$0,00;$60,00;$3460,00;$275,76;77;
299;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;24205,25;24404,50;6/8/2025 9:40:00;6/8/2025 16:00:00;IBS_Long;CierreContado;$3979,24;$40507,76;$5,76;$0,00;$0,00;$0,00;$0,00;$1435,00;$4500,00;$520,76;77;
300;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;24357,00;24335,50;20/8/2025 9:40:00;20/8/2025 16:00:00;IBS_Long;CierreContado;$-435,76;$40072,00;$5,76;$0,00;$0,00;$0,00;$0,00;$6740,00;$420,00;$855,76;77;
301;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;24445,25;24486,75;1/9/2025 9:40:00;1/9/2025 13:00:00;IBS_Long;Exit on session close;$824,24;$40896,24;$5,76;$0,00;$0,00;$0,00;$0,00;$25,00;$930,00;$105,76;41;
302;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25249,50;25230,25;17/9/2025 9:40:00;17/9/2025 16:00:00;IBS_Long;CierreContado;$-390,76;$40505,48;$5,76;$0,00;$0,00;$0,00;$0,00;$5200,00;$975,00;$1365,76;77;
303;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25589,00;25483,00;24/9/2025 9:40:00;24/9/2025 16:00:00;IBS_Long;CierreContado;$-2125,76;$38379,72;$5,76;$0,00;$0,00;$0,00;$0,00;$4290,00;$300,00;$2425,76;77;
304;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25871,75;26077,75;8/10/2025 9:40:00;8/10/2025 16:00:00;IBS_Long;CierreContado;$4114,24;$42493,96;$5,76;$0,00;$0,00;$0,00;$0,00;$260,00;$4185,00;$70,76;77;
305;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25507,75;25687,50;13/10/2025 9:40:00;13/10/2025 16:00:00;IBS_Long;CierreContado;$3589,24;$46083,20;$5,76;$0,00;$0,00;$0,00;$0,00;$715,00;$4095,00;$505,76;77;
306;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;26907,75;26777,75;31/10/2025 9:40:00;31/10/2025 16:00:00;IBS_Long;CierreContado;$-2605,76;$43477,44;$5,76;$0,00;$0,00;$0,00;$0,00;$5430,00;$450,00;$3055,76;77;
307;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;26250,25;26527,50;5/11/2025 9:40:00;5/11/2025 16:00:00;IBS_Long;CierreContado;$5539,24;$49016,68;$5,76;$0,00;$0,00;$0,00;$0,00;$295,00;$7545,00;$2005,76;77;
308;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25806,25;25852,00;7/11/2025 9:40:00;7/11/2025 16:00:00;IBS_Long;CierreContado;$909,24;$49925,92;$5,76;$0,00;$0,00;$0,00;$0,00;$6990,00;$1555,00;$645,76;77;
309;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25391,50;25833,00;14/11/2025 9:40:00;14/11/2025 16:00:00;IBS_Long;CierreContado;$8824,24;$58750,16;$5,76;$0,00;$0,00;$0,00;$0,00;$25,00;$12985,00;$4160,76;77;
310;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;24977,50;25073,75;21/11/2025 9:40:00;21/11/2025 16:00:00;IBS_Long;CierreContado;$1919,24;$60669,40;$5,76;$0,00;$0,00;$0,00;$0,00;$6055,00;$7325,00;$5405,76;77;
311;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;26065,50;25829,50;15/12/2025 9:40:00;15/12/2025 16:00:00;IBS_Long;CierreContado;$-4725,76;$55943,64;$5,76;$0,00;$0,00;$0,00;$0,00;$5775,00;$1040,00;$5765,76;77;
312;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25776,50;25913,00;16/12/2025 9:40:00;16/12/2025 16:00:00;IBS_Long;CierreContado;$2724,24;$58667,88;$5,76;$0,00;$0,00;$0,00;$0,00;$2275,00;$3170,00;$445,76;77;
313;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25761,50;25788,25;18/12/2025 9:40:00;18/12/2025 16:00:00;IBS_Long;CierreContado;$529,24;$59197,12;$5,76;$0,00;$0,00;$0,00;$0,00;$2185,00;$2840,00;$2310,76;77;
314;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;26157,50;25970,25;31/12/2025 9:40:00;31/12/2025 16:00:00;IBS_Long;CierreContado;$-3750,76;$55446,36;$5,76;$0,00;$0,00;$0,00;$0,00;$3925,00;$335,00;$4085,76;77;
315;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;26170,00;25868,50;2/1/2026 9:40:00;2/1/2026 16:00:00;IBS_Long;CierreContado;$-6035,76;$49410,60;$5,76;$0,00;$0,00;$0,00;$0,00;$8275,00;$2495,00;$8530,76;77;
316;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25655,25;25961,50;21/1/2026 9:40:00;21/1/2026 16:00:00;IBS_Long;CierreContado;$6119,24;$55529,84;$5,76;$0,00;$0,00;$0,00;$0,00;$735,00;$9785,00;$3665,76;77;
317;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25878,00;25803,00;11/2/2026 9:40:00;11/2/2026 16:00:00;IBS_Long;CierreContado;$-1505,76;$54024,08;$5,76;$0,00;$0,00;$0,00;$0,00;$6575,00;$995,00;$2500,76;77;
318;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;25210,75;25288,50;13/2/2026 9:40:00;13/2/2026 16:00:00;IBS_Long;CierreContado;$1549,24;$55573,32;$5,76;$0,00;$0,00;$0,00;$0,00;$2820,00;$5515,00;$3965,76;77;
319;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;29701,00;29734,00;8/6/2026 9:40:00;8/6/2026 16:00:00;IBS_Long;CierreContado;$654,24;$56227,56;$5,76;$0,00;$0,00;$0,00;$0,00;$1745,00;$6485,00;$5830,76;77;
320;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;28969,25;29759,00;11/6/2026 9:40:00;11/6/2026 16:00:00;IBS_Long;CierreContado;$15789,24;$72016,80;$5,76;$0,00;$0,00;$0,00;$0,00;$2190,00;$17145,00;$1355,76;77;
321;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;30441,50;29949,50;17/6/2026 9:40:00;17/6/2026 16:00:00;IBS_Long;CierreContado;$-9845,76;$62171,04;$5,76;$0,00;$0,00;$0,00;$0,00;$10370,00;$2085,00;$11930,76;77;
322;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;30486,75;30747,75;18/6/2026 9:40:00;18/6/2026 16:00:00;IBS_Long;CierreContado;$5214,24;$67385,28;$5,76;$0,00;$0,00;$0,00;$0,00;$1915,00;$5930,00;$715,76;77;
323;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;30134,00;29532,75;2/7/2026 9:40:00;2/7/2026 16:00:00;IBS_Long;CierreContado;$-12030,76;$55354,52;$5,76;$0,00;$0,00;$0,00;$0,00;$16110,00;$3190,00;$15220,76;77;
324;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;29693,50;29804,25;14/7/2026 9:40:00;14/7/2026 16:00:00;IBS_Long;CierreContado;$2209,24;$57563,76;$5,76;$0,00;$0,00;$0,00;$0,00;$2520,00;$4045,00;$1835,76;77;
325;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;29147,50;29337,25;21/7/2026 9:40:00;21/7/2026 16:00:00;IBS_Long;CierreContado;$3789,24;$61353,00;$5,76;$0,00;$0,00;$0,00;$0,00;$1665,00;$4345,00;$555,76;77;
326;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;28537,25;28177,25;27/7/2026 9:40:00;27/7/2026 16:00:00;IBS_Long;CierreContado;$-7205,76;$54147,24;$5,76;$0,00;$0,00;$0,00;$0,00;$11965,00;$1530,00;$8735,76;77;
327;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;27870,50;28223,25;30/7/2026 9:40:00;30/7/2026 16:00:00;IBS_Long;CierreContado;$7049,24;$61196,48;$5,76;$0,00;$0,00;$0,00;$0,00;$460,00;$8545,00;$1495,76;77;
328;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;29341,75;29530,75;6/8/2026 9:40:00;6/8/2026 16:00:00;IBS_Long;CierreContado;$3774,24;$64970,72;$5,76;$0,00;$0,00;$0,00;$0,00;$370,00;$6890,00;$3115,76;77;
329;NQ 09-26;Backtest;PROD_Bot_NQ_IBSReversion_5min_RTH;Long;1;29737,25;29644,75;11/8/2026 9:40:00;11/8/2026 16:00:00;IBS_Long;CierreContado;$-1855,76;$63114,96;$5,76;$0,00;$0,00;$0,00;$0,00;$4075,00;$1350,00;$3205,76;77;
